gi,gj,lat,lon,n_all,n_recent,staleness_norm
164,-502,41.125,-125.375,8,7,0.00000
164,-501,41.125,-125.125,12,7,0.00000
164,-500,41.125,-124.875,5,4,0.00000
164,-499,41.125,-124.625,4,4,0.00000
164,-498,41.125,-124.375,23,14,0.16951
164,-497,41.125,-124.125,42231,33146,0.31232
164,-496,41.125,-123.875,3560,2849,0.22263
164,-495,41.125,-123.625,1370,1050,0.22998
164,-494,41.125,-123.375,495,344,0.25807
164,-493,41.125,-123.125,937,448,0.48684
164,-492,41.125,-122.875,2931,1977,0.35420
164,-491,41.125,-122.625,3211,2393,0.28039
164,-490,41.125,-122.375,7654,5991,0.26486
164,-489,41.125,-122.125,2349,1736,0.27611
164,-488,41.125,-121.875,879,623,0.26915
164,-487,41.125,-121.625,4622,4071,0.13713
164,-486,41.125,-121.375,1962,1516,0.23494
164,-485,41.125,-121.125,351,258,0.21177
164,-484,41.125,-120.875,418,274,0.28352
164,-483,41.125,-120.625,284,225,0.16006
164,-482,41.125,-120.375,571,366,0.31071
164,-481,41.125,-120.125,594,501,0.13634
164,-480,41.125,-119.875,336,302,0.08028
164,-479,41.125,-119.625,366,349,0.03739
164,-478,41.125,-119.375,447,415,0.05957
164,-477,41.125,-119.125,108,90,0.10658
164,-476,41.125,-118.875,11,9,0.00000
164,-475,41.125,-118.625,41,26,0.18639
164,-474,41.125,-118.375,13,2,0.00000
164,-473,41.125,-118.125,2,0,0.00000
164,-472,41.125,-117.875,87,78,0.06313
164,-471,41.125,-117.625,161,127,0.14645
164,-470,41.125,-117.375,47,47,0.00000
164,-469,41.125,-117.125,1,1,0.00000
164,-468,41.125,-116.875,22,22,0.00000
164,-467,41.125,-116.625,20,19,0.02075
164,-466,41.125,-116.375,31,29,0.03048
164,-465,41.125,-116.125,18,16,0.00000
164,-464,41.125,-115.875,14,13,0.00000
164,-463,41.125,-115.625,12,10,0.00000
164,-462,41.125,-115.375,43,31,0.14395
164,-461,41.125,-115.125,837,725,0.12277
164,-460,41.125,-114.875,222,173,0.16268
164,-459,41.125,-114.625,170,148,0.09070
164,-458,41.125,-114.375,148,128,0.09217
164,-457,41.125,-114.125,50,23,0.28941
164,-456,41.125,-113.875,50,36,0.15006
164,-454,41.125,-113.375,50,47,0.03216
164,-453,41.125,-113.125,21,21,0.00000
164,-452,41.125,-112.875,40,39,0.01265
164,-451,41.125,-112.625,6,4,0.00000
164,-450,41.125,-112.375,1727,1401,0.19181
164,-449,41.125,-112.125,10539,8153,0.28585
164,-448,41.125,-111.875,12458,10194,0.23360
164,-447,41.125,-111.625,309,239,0.17714
164,-446,41.125,-111.375,573,527,0.06951
164,-445,41.125,-111.125,94,48,0.30376
164,-444,41.125,-110.875,121,99,0.11906
164,-443,41.125,-110.625,55,35,0.19952
164,-442,41.125,-110.375,122,118,0.02151
164,-441,41.125,-110.125,63,58,0.04499
164,-440,41.125,-109.875,199,193,0.02177
164,-439,41.125,-109.625,252,202,0.14965
164,-438,41.125,-109.375,80,60,0.14975
164,-437,41.125,-109.125,115,83,0.18030
164,-436,41.125,-108.875,19,16,0.00000
164,-435,41.125,-108.625,48,47,0.01105
164,-434,41.125,-108.375,95,83,0.07859
164,-433,41.125,-108.125,25,22,0.05329
164,-432,41.125,-107.875,70,47,0.19091
164,-431,41.125,-107.625,33,28,0.07283
164,-430,41.125,-107.375,113,105,0.04570
164,-429,41.125,-107.125,337,291,0.10834
164,-428,41.125,-106.875,975,762,0.20498
164,-427,41.125,-106.625,211,198,0.04499
164,-426,41.125,-106.375,676,570,0.13931
164,-425,41.125,-106.125,839,632,0.22645
164,-424,41.125,-105.875,596,502,0.13741
164,-423,41.125,-105.625,865,621,0.26007
164,-422,41.125,-105.375,6236,4987,0.23856
164,-421,41.125,-105.125,1769,1598,0.09854
164,-420,41.125,-104.875,3836,3412,0.12433
164,-419,41.125,-104.625,1184,975,0.17029
164,-418,41.125,-104.375,155,129,0.11546
164,-417,41.125,-104.125,714,625,0.11167
164,-416,41.125,-103.875,762,625,0.16266
164,-415,41.125,-103.625,243,154,0.27444
164,-414,41.125,-103.375,88,86,0.01391
164,-413,41.125,-103.125,110,58,0.30347
164,-412,41.125,-102.875,134,110,0.11975
164,-411,41.125,-102.625,39,24,0.19339
164,-410,41.125,-102.375,48,31,0.18788
164,-409,41.125,-102.125,398,327,0.14563
164,-408,41.125,-101.875,141,124,0.08145
164,-407,41.125,-101.625,2294,1904,0.17933
164,-406,41.125,-101.375,70,66,0.03320
164,-405,41.125,-101.125,380,224,0.33255
164,-404,41.125,-100.875,780,541,0.27819
164,-403,41.125,-100.625,368,228,0.30651
164,-402,41.125,-100.375,100,87,0.08178
164,-401,41.125,-100.125,3,2,0.00000
164,-400,41.125,-99.875,13,12,0.00000
164,-399,41.125,-99.625,28,21,0.11475
164,-398,41.125,-99.375,44,4,0.47171
164,-397,41.125,-99.125,74,52,0.17496
164,-396,41.125,-98.875,100,69,0.19501
164,-395,41.125,-98.625,154,137,0.07589
164,-394,41.125,-98.375,94,70,0.15848
164,-393,41.125,-98.125,464,280,0.33200
164,-392,41.125,-97.875,83,67,0.11643
164,-391,41.125,-97.625,132,131,0.00505
164,-390,41.125,-97.375,9,6,0.00000
164,-389,41.125,-97.125,70,42,0.23241
164,-388,41.125,-96.875,318,274,0.10873
164,-387,41.125,-96.625,674,629,0.05929
164,-386,41.125,-96.375,3792,2921,0.25802
164,-385,41.125,-96.125,14551,9528,0.45103
164,-384,41.125,-95.875,15567,11056,0.38129
164,-383,41.125,-95.625,354,243,0.25098
164,-382,41.125,-95.375,163,153,0.04265
164,-381,41.125,-95.125,54,48,0.06069
164,-380,41.125,-94.875,31,22,0.13715
164,-379,41.125,-94.625,113,81,0.18282
164,-378,41.125,-94.375,79,73,0.04536
164,-377,41.125,-94.125,266,153,0.32353
164,-376,41.125,-93.875,905,563,0.35074
164,-375,41.125,-93.625,252,187,0.19455
164,-374,41.125,-93.375,122,47,0.40324
164,-373,41.125,-93.125,29,22,0.11191
164,-372,41.125,-92.875,94,52,0.27735
164,-371,41.125,-92.625,419,356,0.12379
164,-370,41.125,-92.375,129,89,0.20573
164,-369,41.125,-92.125,120,64,0.30506
164,-368,41.125,-91.875,621,553,0.09602
164,-367,41.125,-91.625,73,59,0.11251
164,-366,41.125,-91.375,232,131,0.32347
164,-365,41.125,-91.125,402,292,0.22375
164,-364,41.125,-90.875,145,123,0.10307
164,-363,41.125,-90.625,118,92,0.14354
164,-362,41.125,-90.375,176,166,0.04009
164,-361,41.125,-90.125,169,161,0.03314
164,-360,41.125,-89.875,138,114,0.11698
164,-359,41.125,-89.625,97,70,0.17396
164,-358,41.125,-89.375,4663,2672,0.49166
164,-357,41.125,-89.125,292,229,0.16705
164,-356,41.125,-88.875,979,713,0.25509
164,-355,41.125,-88.625,271,130,0.39757
164,-354,41.125,-88.375,1075,869,0.18235
164,-353,41.125,-88.125,3114,1876,0.43591
164,-352,41.125,-87.875,11555,7840,0.40997
164,-351,41.125,-87.625,4662,3381,0.31639
164,-350,41.125,-87.375,6947,5807,0.19787
164,-349,41.125,-87.125,600,495,0.15263
164,-348,41.125,-86.875,1283,786,0.37794
164,-347,41.125,-86.625,2653,1100,0.62906
164,-346,41.125,-86.375,332,202,0.31000
164,-345,41.125,-86.125,517,447,0.11535
164,-344,41.125,-85.875,1329,1086,0.17927
164,-343,41.125,-85.625,1121,922,0.16994
164,-342,41.125,-85.375,3309,2686,0.20799
164,-341,41.125,-85.125,17082,14411,0.20772
164,-340,41.125,-84.875,421,307,0.22312
164,-339,41.125,-84.625,824,612,0.23551
164,-338,41.125,-84.375,373,306,0.14505
164,-337,41.125,-84.125,1009,899,0.10280
164,-336,41.125,-83.875,1764,1263,0.28942
164,-335,41.125,-83.625,7085,4587,0.42608
164,-334,41.125,-83.375,1351,959,0.28513
164,-333,41.125,-83.125,3074,1654,0.50568
164,-332,41.125,-82.875,361,280,0.18019
164,-331,41.125,-82.625,964,701,0.25556
164,-330,41.125,-82.375,1546,879,0.43189
164,-329,41.125,-82.125,10896,7690,0.37284
164,-328,41.125,-81.875,21526,11001,0.66494
164,-327,41.125,-81.625,100889,64425,0.56763
164,-326,41.125,-81.375,72881,48131,0.51828
164,-325,41.125,-81.125,10135,7415,0.33743
164,-324,41.125,-80.875,4126,2388,0.47802
164,-323,41.125,-80.625,10656,7218,0.40785
164,-322,41.125,-80.375,2874,2238,0.24022
164,-321,41.125,-80.125,11938,8666,0.35072
164,-320,41.125,-79.875,1417,1023,0.27505
164,-319,41.125,-79.625,1854,1352,0.27775
164,-318,41.125,-79.375,3695,2708,0.29911
164,-317,41.125,-79.125,762,721,0.04868
164,-316,41.125,-78.875,4041,3179,0.24146
164,-315,41.125,-78.625,3142,2613,0.18481
164,-314,41.125,-78.375,765,635,0.15383
164,-313,41.125,-78.125,669,488,0.23998
164,-312,41.125,-77.875,2101,1027,0.53309
164,-311,41.125,-77.625,3663,2332,0.40645
164,-310,41.125,-77.375,1683,1067,0.37063
164,-309,41.125,-77.125,1826,1470,0.19959
164,-308,41.125,-76.875,2054,1842,0.10732
164,-307,41.125,-76.625,5301,4190,0.24499
164,-306,41.125,-76.375,3652,2600,0.32210
164,-305,41.125,-76.125,5998,4955,0.20620
164,-304,41.125,-75.875,27520,22680,0.24507
164,-303,41.125,-75.625,14740,11808,0.26025
164,-302,41.125,-75.375,15286,10986,0.36943
164,-301,41.125,-75.125,8812,6533,0.32023
164,-300,41.125,-74.875,24435,17780,0.37510
164,-299,41.125,-74.625,16232,12364,0.31490
164,-298,41.125,-74.375,19414,13712,0.39529
164,-297,41.125,-74.125,34786,26749,0.32932
164,-296,41.125,-73.875,55457,40987,0.38850
164,-295,41.125,-73.625,47718,33446,0.43920
164,-294,41.125,-73.375,24067,18503,0.31792
164,-293,41.125,-73.125,14484,11405,0.27762
164,-292,41.125,-72.875,3667,3153,0.15681
164,-291,41.125,-72.625,1856,1520,0.18573
164,-290,41.125,-72.375,9348,5601,0.49955
164,-289,41.125,-72.125,4850,3675,0.28026
164,-288,41.125,-71.875,3301,2557,0.24892
164,-287,41.125,-71.625,2396,1861,0.23685
164,-286,41.125,-71.375,145,106,0.18271
164,-285,41.125,-71.125,37,18,0.25462
164,-284,41.125,-70.875,73,62,0.08840
164,-283,41.125,-70.625,103,91,0.07376
164,-282,41.125,-70.375,57,53,0.03884
164,-281,41.125,-70.125,854,672,0.19611
164,-280,41.125,-69.875,90,71,0.12981
164,-279,41.125,-69.625,30,23,0.10922
164,-278,41.125,-69.375,9,3,0.00000
164,-277,41.125,-69.125,7,6,0.00000
164,-276,41.125,-68.875,4,3,0.00000
164,-275,41.125,-68.625,4,1,0.00000
164,-272,41.125,-67.875,2,1,0.00000
164,-271,41.125,-67.625,5,4,0.00000
164,-270,41.125,-67.375,2,2,0.00000
164,-269,41.125,-67.125,4,4,0.00000
164,-268,41.125,-66.875,2,1,0.00000
164,-266,41.125,-66.375,11,5,0.00000
164,-265,41.125,-66.125,2,1,0.00000
164,-263,41.125,-65.625,1,1,0.00000
164,-243,41.125,-60.625,1,0,0.00000
165,-506,41.375,-126.375,1,1,0.00000
165,-503,41.375,-125.625,1,1,0.00000
165,-502,41.375,-125.375,1,1,0.00000
165,-501,41.375,-125.125,8,2,0.00000
165,-500,41.375,-124.875,2,2,0.00000
165,-499,41.375,-124.625,4,3,0.00000
165,-498,41.375,-124.375,5,2,0.00000
165,-497,41.375,-124.125,28488,21843,0.32613
165,-496,41.375,-123.875,1184,942,0.19718
165,-495,41.375,-123.625,1142,711,0.36224
165,-494,41.375,-123.375,1604,1167,0.27410
165,-493,41.375,-123.125,1258,916,0.26451
165,-492,41.375,-122.875,3617,2495,0.34645
165,-491,41.375,-122.625,7252,4848,0.40166
165,-490,41.375,-122.375,14329,11481,0.25928
165,-489,41.375,-122.125,4708,3252,0.35651
165,-488,41.375,-121.875,1612,1312,0.18736
165,-487,41.375,-121.625,929,725,0.20459
165,-486,41.375,-121.375,99,41,0.36776
165,-485,41.375,-121.125,307,253,0.13738
165,-484,41.375,-120.875,534,354,0.28865
165,-483,41.375,-120.625,1469,1171,0.20166
165,-482,41.375,-120.375,959,696,0.25670
165,-481,41.375,-120.125,1409,915,0.34654
165,-480,41.375,-119.875,265,239,0.07467
165,-479,41.375,-119.625,112,103,0.05178
165,-478,41.375,-119.375,242,184,0.17945
165,-477,41.375,-119.125,201,135,0.23759
165,-476,41.375,-118.875,36,28,0.10938
165,-475,41.375,-118.625,23,15,0.15068
165,-474,41.375,-118.375,48,45,0.03316
165,-473,41.375,-118.125,3,3,0.00000
165,-472,41.375,-117.875,33,13,0.29132
165,-471,41.375,-117.625,136,96,0.19724
165,-470,41.375,-117.375,27,19,0.13458
165,-469,41.375,-117.125,10,9,0.00000
165,-468,41.375,-116.875,24,24,0.00000
165,-467,41.375,-116.625,23,23,0.00000
165,-466,41.375,-116.375,1,0,0.00000
165,-465,41.375,-116.125,67,52,0.12877
165,-464,41.375,-115.875,89,85,0.02757
165,-463,41.375,-115.625,24,19,0.09141
165,-462,41.375,-115.375,9,7,0.00000
165,-461,41.375,-115.125,30,30,0.00000
165,-460,41.375,-114.875,63,56,0.06299
165,-459,41.375,-114.625,3,3,0.00000
165,-458,41.375,-114.375,24,24,0.00000
165,-457,41.375,-114.125,54,38,0.16185
165,-456,41.375,-113.875,77,53,0.18510
165,-455,41.375,-113.625,109,105,0.02351
165,-454,41.375,-113.375,14,6,0.00000
165,-453,41.375,-113.125,11,7,0.00000
165,-452,41.375,-112.875,6,6,0.00000
165,-451,41.375,-112.625,71,46,0.20526
165,-450,41.375,-112.375,5013,3650,0.31576
165,-449,41.375,-112.125,2768,2105,0.25878
165,-448,41.375,-111.875,3782,3040,0.22031
165,-447,41.375,-111.625,962,649,0.30468
165,-446,41.375,-111.375,197,52,0.53056
165,-445,41.375,-111.125,195,72,0.45381
165,-444,41.375,-110.875,415,295,0.23770
165,-443,41.375,-110.625,178,94,0.33368
165,-442,41.375,-110.375,143,118,0.11843
165,-441,41.375,-110.125,62,57,0.04554
165,-440,41.375,-109.875,17,16,0.00000
165,-439,41.375,-109.625,72,50,0.17870
165,-438,41.375,-109.375,254,182,0.21411
165,-437,41.375,-109.125,31,26,0.07619
165,-436,41.375,-108.875,14,14,0.00000
165,-435,41.375,-108.625,19,16,0.00000
165,-434,41.375,-108.375,37,30,0.09381
165,-433,41.375,-108.125,72,65,0.05686
165,-432,41.375,-107.875,183,126,0.22141
165,-431,41.375,-107.625,34,25,0.12828
165,-430,41.375,-107.375,58,53,0.04791
165,-429,41.375,-107.125,105,96,0.05449
165,-428,41.375,-106.875,351,259,0.20949
165,-427,41.375,-106.625,337,265,0.16958
165,-426,41.375,-106.375,4115,3456,0.18168
165,-425,41.375,-106.125,2021,1641,0.19509
165,-424,41.375,-105.875,290,236,0.14400
165,-423,41.375,-105.625,3419,2741,0.21996
165,-422,41.375,-105.375,1037,832,0.18714
165,-421,41.375,-105.125,34,30,0.05701
165,-420,41.375,-104.875,39,36,0.03868
165,-419,41.375,-104.625,30,28,0.03121
165,-418,41.375,-104.375,29,24,0.07993
165,-417,41.375,-104.125,28,20,0.13114
165,-416,41.375,-103.875,35,26,0.12560
165,-415,41.375,-103.625,48,35,0.14367
165,-414,41.375,-103.375,13,12,0.00000
165,-413,41.375,-103.125,21,5,0.32102
165,-412,41.375,-102.875,14,8,0.00000
165,-411,41.375,-102.625,23,19,0.07534
165,-410,41.375,-102.375,221,212,0.02999
165,-409,41.375,-102.125,429,370,0.11367
165,-408,41.375,-101.875,462,378,0.15211
165,-407,41.375,-101.625,132,98,0.17170
165,-406,41.375,-101.375,1,1,0.00000
165,-405,41.375,-101.125,6,3,0.00000
165,-404,41.375,-100.875,16,16,0.00000
165,-403,41.375,-100.625,17,13,0.00000
165,-402,41.375,-100.375,8,5,0.00000
165,-401,41.375,-100.125,10,8,0.00000
165,-400,41.375,-99.875,73,43,0.24110
165,-399,41.375,-99.625,54,28,0.26300
165,-398,41.375,-99.375,6,6,0.00000
165,-397,41.375,-99.125,8,6,0.00000
165,-396,41.375,-98.875,111,84,0.15645
165,-395,41.375,-98.625,175,174,0.00403
165,-394,41.375,-98.375,302,297,0.01289
165,-393,41.375,-98.125,84,66,0.12976
165,-392,41.375,-97.875,144,133,0.05182
165,-391,41.375,-97.625,405,359,0.09299
165,-390,41.375,-97.375,473,420,0.09410
165,-389,41.375,-97.125,65,48,0.14936
165,-388,41.375,-96.875,198,119,0.28788
165,-387,41.375,-96.625,468,321,0.26334
165,-386,41.375,-96.375,798,607,0.21805
165,-385,41.375,-96.125,11747,7725,0.43736
165,-384,41.375,-95.875,8909,6554,0.32770
165,-383,41.375,-95.625,396,213,0.37693
165,-382,41.375,-95.375,53,45,0.08207
165,-381,41.375,-95.125,262,244,0.05218
165,-380,41.375,-94.875,99,96,0.01902
165,-379,41.375,-94.625,123,115,0.04273
165,-378,41.375,-94.375,61,35,0.23978
165,-377,41.375,-94.125,2413,838,0.69299
165,-376,41.375,-93.875,1194,662,0.43035
165,-375,41.375,-93.625,1149,922,0.18979
165,-374,41.375,-93.375,410,355,0.11005
165,-373,41.375,-93.125,615,497,0.16799
165,-372,41.375,-92.875,1031,336,0.63762
165,-371,41.375,-92.625,163,133,0.12794
165,-370,41.375,-92.375,79,69,0.07561
165,-369,41.375,-92.125,214,201,0.04447
165,-368,41.375,-91.875,142,128,0.06669
165,-367,41.375,-91.625,256,204,0.15364
165,-366,41.375,-91.375,863,635,0.24350
165,-365,41.375,-91.125,1710,1167,0.32224
165,-364,41.375,-90.875,2577,1904,0.27961
165,-363,41.375,-90.625,4835,3982,0.20402
165,-362,41.375,-90.375,2092,1877,0.10712
165,-361,41.375,-90.125,716,522,0.24283
165,-360,41.375,-89.875,389,178,0.44111
165,-359,41.375,-89.625,327,216,0.26804
165,-358,41.375,-89.375,715,498,0.27195
165,-357,41.375,-89.125,5126,2607,0.57220
165,-356,41.375,-88.875,8147,5101,0.45895
165,-355,41.375,-88.625,935,549,0.38500
165,-354,41.375,-88.375,6303,4740,0.29573
165,-353,41.375,-88.125,19723,10496,0.63065
165,-352,41.375,-87.875,4428,2710,0.44402
165,-351,41.375,-87.625,5159,3778,0.31192
165,-350,41.375,-87.375,3711,1577,0.64426
165,-349,41.375,-87.125,2563,1656,0.37863
165,-348,41.375,-86.875,373,264,0.23598
165,-347,41.375,-86.625,405,327,0.15768
165,-346,41.375,-86.375,1629,1287,0.21166
165,-345,41.375,-86.125,153,132,0.09424
165,-344,41.375,-85.875,818,656,0.18108
165,-343,41.375,-85.625,2880,2620,0.09802
165,-342,41.375,-85.375,2935,2538,0.14722
165,-341,41.375,-85.125,1773,1364,0.23523
165,-340,41.375,-84.875,408,282,0.25315
165,-339,41.375,-84.625,487,392,0.16460
165,-338,41.375,-84.375,1591,1155,0.27540
165,-337,41.375,-84.125,664,466,0.26419
165,-336,41.375,-83.875,4524,3464,0.26883
165,-335,41.375,-83.625,6265,5188,0.20487
165,-334,41.375,-83.375,2793,2250,0.21029
165,-333,41.375,-83.125,2276,1850,0.19723
165,-332,41.375,-82.875,4385,3395,0.25808
165,-331,41.375,-82.625,19916,16414,0.23727
165,-330,41.375,-82.375,9859,7231,0.33414
165,-329,41.375,-82.125,26832,19787,0.36495
165,-328,41.375,-81.875,44633,33157,0.37523
165,-327,41.375,-81.625,71944,49921,0.46665
165,-326,41.375,-81.375,49435,31453,0.53590
165,-325,41.375,-81.125,25204,19919,0.28968
165,-324,41.375,-80.875,4137,3164,0.26699
165,-323,41.375,-80.625,3544,2037,0.47374
165,-322,41.375,-80.375,3867,3295,0.16655
165,-321,41.375,-80.125,2603,1859,0.30641
165,-320,41.375,-79.875,2406,1720,0.30260
165,-319,41.375,-79.625,1467,1140,0.22155
165,-318,41.375,-79.375,3186,2760,0.14702
165,-317,41.375,-79.125,12631,9829,0.28557
165,-316,41.375,-78.875,624,507,0.16453
165,-315,41.375,-78.625,1481,1363,0.07929
165,-314,41.375,-78.375,1594,1262,0.20937
165,-313,41.375,-78.125,2321,2097,0.10195
165,-312,41.375,-77.875,760,573,0.22252
165,-311,41.375,-77.625,1392,1088,0.21550
165,-310,41.375,-77.375,1502,1143,0.23833
165,-309,41.375,-77.125,511,425,0.14311
165,-308,41.375,-76.875,1283,1094,0.14372
165,-307,41.375,-76.625,2665,2099,0.22836
165,-306,41.375,-76.375,7742,6240,0.23680
165,-305,41.375,-76.125,3365,2813,0.18160
165,-304,41.375,-75.875,10585,8979,0.19166
165,-303,41.375,-75.625,9510,7368,0.28123
165,-302,41.375,-75.375,3835,3056,0.22849
165,-301,41.375,-75.125,4025,2834,0.33479
165,-300,41.375,-74.875,4891,3336,0.36816
165,-299,41.375,-74.625,8870,6659,0.30887
165,-298,41.375,-74.375,5493,4076,0.30280
165,-297,41.375,-74.125,15357,12334,0.25864
165,-296,41.375,-73.875,32341,23553,0.38462
165,-295,41.375,-73.625,28235,21697,0.32347
165,-294,41.375,-73.375,26859,21365,0.28435
165,-293,41.375,-73.125,15470,12214,0.27675
165,-292,41.375,-72.875,73001,57145,0.33154
165,-291,41.375,-72.625,33702,24244,0.39880
165,-290,41.375,-72.375,21330,18806,0.16078
165,-289,41.375,-72.125,27582,22472,0.25821
165,-288,41.375,-71.875,20142,17548,0.17398
165,-287,41.375,-71.625,27086,21776,0.27275
165,-286,41.375,-71.375,13893,11010,0.26983
165,-285,41.375,-71.125,7020,5505,0.26054
165,-284,41.375,-70.875,4713,4129,0.14286
165,-283,41.375,-70.625,32793,29835,0.12785
165,-282,41.375,-70.375,2034,1497,0.27416
165,-281,41.375,-70.125,16415,13865,0.20552
165,-280,41.375,-69.875,1682,1472,0.12642
165,-279,41.375,-69.625,25,25,0.00000
165,-278,41.375,-69.375,32,28,0.05958
165,-277,41.375,-69.125,2,1,0.00000
165,-275,41.375,-68.625,8,7,0.00000
165,-274,41.375,-68.375,5,3,0.00000
165,-271,41.375,-67.625,2,2,0.00000
165,-270,41.375,-67.375,4,3,0.00000
165,-269,41.375,-67.125,2,1,0.00000
165,-268,41.375,-66.875,6,5,0.00000
165,-267,41.375,-66.625,25,1,0.42634
165,-266,41.375,-66.375,1,0,0.00000
165,-265,41.375,-66.125,3,1,0.00000
165,-264,41.375,-65.875,2,0,0.00000
165,-262,41.375,-65.375,18,0,0.00000
165,-244,41.375,-60.875,1,1,0.00000
165,-241,41.375,-60.125,1,1,0.00000
165,-229,41.375,-57.125,1,1,0.00000
166,-530,41.625,-132.375,1,1,0.00000
166,-525,41.625,-131.125,1,1,0.00000
166,-503,41.625,-125.625,2,2,0.00000
166,-501,41.625,-125.125,4,2,0.00000
166,-500,41.625,-124.875,1,1,0.00000
166,-499,41.625,-124.625,1,0,0.00000
166,-498,41.625,-124.375,108,98,0.05921
166,-497,41.625,-124.125,13182,10679,0.24554
166,-496,41.625,-123.875,2643,1969,0.27391
166,-495,41.625,-123.625,943,656,0.28418
166,-494,41.625,-123.375,685,490,0.25342
166,-493,41.625,-123.125,3304,2571,0.24504
166,-492,41.625,-122.875,710,609,0.12733
166,-491,41.625,-122.625,2576,2349,0.09434
166,-490,41.625,-122.375,1087,815,0.23849
166,-489,41.625,-122.125,742,605,0.16637
166,-488,41.625,-121.875,202,154,0.17209
166,-487,41.625,-121.625,3547,2730,0.25664
166,-486,41.625,-121.375,664,475,0.25218
166,-485,41.625,-121.125,215,180,0.11928
166,-484,41.625,-120.875,138,108,0.14622
166,-483,41.625,-120.625,213,189,0.08241
166,-482,41.625,-120.375,1023,774,0.22997
166,-481,41.625,-120.125,1296,1071,0.16962
166,-480,41.625,-119.875,217,208,0.03044
166,-479,41.625,-119.625,69,58,0.09232
166,-478,41.625,-119.375,235,225,0.03169
166,-477,41.625,-119.125,71,71,0.00000
166,-476,41.625,-118.875,75,58,0.13380
166,-475,41.625,-118.625,163,150,0.05544
166,-474,41.625,-118.375,35,32,0.04187
166,-473,41.625,-118.125,93,93,0.00000
166,-472,41.625,-117.875,65,51,0.12300
166,-471,41.625,-117.625,291,168,0.32706
166,-470,41.625,-117.375,80,34,0.34442
166,-469,41.625,-117.125,24,22,0.03656
166,-468,41.625,-116.875,33,33,0.00000
166,-467,41.625,-116.625,20,20,0.00000
166,-466,41.625,-116.375,58,56,0.01917
166,-465,41.625,-116.125,62,43,0.17307
166,-464,41.625,-115.875,220,167,0.17726
166,-463,41.625,-115.625,127,103,0.12498
166,-462,41.625,-115.375,111,99,0.06953
166,-461,41.625,-115.125,58,46,0.11499
166,-460,41.625,-114.875,77,69,0.06170
166,-459,41.625,-114.625,20,19,0.02075
166,-458,41.625,-114.375,12,6,0.00000
166,-457,41.625,-114.125,13,5,0.00000
166,-456,41.625,-113.875,64,46,0.16003
166,-455,41.625,-113.625,129,111,0.09258
166,-454,41.625,-113.375,60,36,0.22414
166,-453,41.625,-113.125,32,12,0.29788
166,-452,41.625,-112.875,33,26,0.10196
166,-451,41.625,-112.625,229,133,0.31074
166,-450,41.625,-112.375,459,297,0.29497
166,-449,41.625,-112.125,2483,1688,0.34118
166,-448,41.625,-111.875,10354,8832,0.18524
166,-447,41.625,-111.625,1476,1095,0.25677
166,-446,41.625,-111.375,185,87,0.37733
166,-445,41.625,-111.125,258,220,0.11156
166,-444,41.625,-110.875,6,5,0.00000
166,-443,41.625,-110.625,61,43,0.16600
166,-442,41.625,-110.375,17,12,0.00000
166,-441,41.625,-110.125,10,6,0.00000
166,-440,41.625,-109.875,138,108,0.14622
166,-439,41.625,-109.625,115,96,0.10705
166,-438,41.625,-109.375,550,318,0.36291
166,-437,41.625,-109.125,186,156,0.11501
166,-436,41.625,-108.875,64,58,0.05334
166,-435,41.625,-108.625,164,112,0.22068
166,-434,41.625,-108.375,35,30,0.06978
166,-433,41.625,-108.125,25,14,0.19541
166,-432,41.625,-107.875,70,62,0.06640
166,-431,41.625,-107.625,42,35,0.08545
166,-430,41.625,-107.375,179,122,0.22540
166,-429,41.625,-107.125,47,33,0.15718
166,-428,41.625,-106.875,129,81,0.24688
166,-427,41.625,-106.625,34,27,0.09978
166,-426,41.625,-106.375,441,365,0.14309
166,-425,41.625,-106.125,293,211,0.21682
166,-424,41.625,-105.875,54,52,0.02023
166,-423,41.625,-105.625,100,68,0.20130
166,-422,41.625,-105.375,40,23,0.21513
166,-421,41.625,-105.125,20,18,0.04150
166,-420,41.625,-104.875,39,38,0.01289
166,-419,41.625,-104.625,7,5,0.00000
166,-418,41.625,-104.375,48,29,0.20998
166,-417,41.625,-104.125,113,104,0.05142
166,-416,41.625,-103.875,918,818,0.10131
166,-415,41.625,-103.625,6922,4383,0.44211
166,-414,41.625,-103.375,334,225,0.25863
166,-413,41.625,-103.125,116,91,0.13990
166,-412,41.625,-102.875,40,24,0.20248
166,-411,41.625,-102.625,49,44,0.05441
166,-410,41.625,-102.375,271,241,0.08459
166,-409,41.625,-102.125,30,27,0.04681
166,-408,41.625,-101.875,10,8,0.00000
166,-407,41.625,-101.625,19,12,0.00000
166,-406,41.625,-101.375,90,83,0.04782
166,-405,41.625,-101.125,188,188,0.00000
166,-404,41.625,-100.875,4,1,0.00000
166,-403,41.625,-100.625,14,9,0.00000
166,-402,41.625,-100.375,6,2,0.00000
166,-401,41.625,-100.125,5,1,0.00000
166,-400,41.625,-99.875,41,32,0.11184
166,-399,41.625,-99.625,26,22,0.06912
166,-398,41.625,-99.375,82,75,0.05142
166,-397,41.625,-99.125,74,69,0.03976
166,-396,41.625,-98.875,249,241,0.02418
166,-395,41.625,-98.625,30,24,0.09362
166,-394,41.625,-98.375,18,17,0.00000
166,-393,41.625,-98.125,21,8,0.26083
166,-392,41.625,-97.875,23,23,0.00000
166,-391,41.625,-97.625,29,28,0.01599
