gi,gj,lat,lon,n_all,n_recent,staleness_norm
170,-424,42.625,-105.875,94,87,0.04622
170,-423,42.625,-105.625,156,145,0.04860
170,-422,42.625,-105.375,52,45,0.07285
170,-421,42.625,-105.125,123,104,0.10149
170,-420,42.625,-104.875,56,41,0.14762
170,-419,42.625,-104.625,6,6,0.00000
170,-418,42.625,-104.375,48,37,0.12157
170,-417,42.625,-104.125,113,99,0.07998
170,-416,42.625,-103.875,1471,1206,0.17912
170,-415,42.625,-103.625,1224,660,0.44661
170,-414,42.625,-103.375,603,496,0.15489
170,-413,42.625,-103.125,2436,1644,0.34561
170,-412,42.625,-102.875,480,276,0.35777
170,-411,42.625,-102.625,102,95,0.04336
170,-410,42.625,-102.375,75,65,0.07871
170,-409,42.625,-102.125,18,8,0.00000
170,-408,42.625,-101.875,26,20,0.10367
170,-407,42.625,-101.625,15,6,0.00000
170,-406,42.625,-101.375,11,10,0.00000
170,-405,42.625,-101.125,65,47,0.15815
170,-404,42.625,-100.875,212,169,0.14823
170,-403,42.625,-100.625,643,461,0.24953
170,-402,42.625,-100.375,78,36,0.32070
170,-401,42.625,-100.125,99,55,0.27899
170,-400,42.625,-99.875,118,42,0.41957
170,-399,42.625,-99.625,369,231,0.30145
170,-398,42.625,-99.375,269,239,0.08511
170,-397,42.625,-99.125,20,3,0.35274
170,-396,42.625,-98.875,16,12,0.00000
170,-395,42.625,-98.625,38,6,0.42052
170,-394,42.625,-98.375,328,323,0.01204
170,-393,42.625,-98.125,126,99,0.14149
170,-392,42.625,-97.875,23,5,0.33902
170,-391,42.625,-97.625,5,2,0.00000
170,-390,42.625,-97.375,11,3,0.00000
170,-389,42.625,-97.125,20,18,0.04150
170,-388,42.625,-96.875,697,654,0.05507
170,-387,42.625,-96.625,1757,1399,0.20752
170,-386,42.625,-96.375,2026,1502,0.26844
170,-385,42.625,-96.125,324,123,0.48909
170,-384,42.625,-95.875,9,8,0.00000
170,-383,42.625,-95.625,143,119,0.11369
170,-382,42.625,-95.375,34,32,0.02851
170,-381,42.625,-95.125,1636,1552,0.05179
170,-380,42.625,-94.875,141,127,0.06707
170,-379,42.625,-94.625,98,37,0.38987
170,-378,42.625,-94.375,99,37,0.39312
170,-377,42.625,-94.125,293,234,0.15600
170,-376,42.625,-93.875,132,68,0.32320
170,-375,42.625,-93.625,108,73,0.20724
170,-374,42.625,-93.375,197,174,0.08416
170,-373,42.625,-93.125,105,70,0.21189
170,-372,42.625,-92.875,170,119,0.21025
170,-371,42.625,-92.625,980,720,0.24911
170,-370,42.625,-92.375,3615,2772,0.26043
170,-369,42.625,-92.125,95,57,0.24886
170,-368,42.625,-91.875,52,35,0.17693
170,-367,42.625,-91.625,612,530,0.11722
170,-366,42.625,-91.375,704,616,0.11174
170,-365,42.625,-91.125,1086,736,0.30712
170,-364,42.625,-90.875,1211,1036,0.13985
170,-363,42.625,-90.625,6715,5886,0.14829
170,-362,42.625,-90.375,2941,2548,0.14548
170,-361,42.625,-90.125,492,441,0.08761
170,-360,42.625,-89.875,515,312,0.33560
170,-359,42.625,-89.625,513,378,0.22391
170,-358,42.625,-89.375,4010,2794,0.34294
170,-357,42.625,-89.125,3886,2941,0.27398
170,-356,42.625,-88.875,1608,1279,0.20591
170,-355,42.625,-88.625,7151,6508,0.10878
170,-354,42.625,-88.375,10820,9960,0.10064
170,-353,42.625,-88.125,11546,9237,0.25499
170,-352,42.625,-87.875,14458,11047,0.30805
170,-351,42.625,-87.625,1180,1142,0.03105
170,-350,42.625,-87.375,7,6,0.00000
170,-349,42.625,-87.125,1,1,0.00000
170,-348,42.625,-86.875,2,1,0.00000
170,-347,42.625,-86.625,4,3,0.00000
170,-346,42.625,-86.375,130,105,0.12779
170,-345,42.625,-86.125,8197,5831,0.35456
170,-344,42.625,-85.875,4017,2635,0.38916
170,-343,42.625,-85.625,2220,1671,0.25975
170,-342,42.625,-85.375,11994,8466,0.37658
170,-341,42.625,-85.125,781,411,0.43020
170,-340,42.625,-84.875,868,662,0.21892
170,-339,42.625,-84.625,22665,19059,0.21749
170,-338,42.625,-84.375,32983,28025,0.21317
170,-337,42.625,-84.125,7318,5503,0.30082
170,-336,42.625,-83.875,13360,9386,0.38519
170,-335,42.625,-83.625,17695,14365,0.25090
170,-334,42.625,-83.375,17695,14369,0.25060
170,-333,42.625,-83.125,35085,28912,0.25099
170,-332,42.625,-82.875,13176,11616,0.15309
170,-331,42.625,-82.625,3660,3046,0.18763
170,-330,42.625,-82.375,5659,4057,0.33344
170,-329,42.625,-82.125,1087,798,0.25339
170,-328,42.625,-81.875,8065,5792,0.34557
170,-327,42.625,-81.625,6212,4431,0.34134
170,-326,42.625,-81.375,2021,1439,0.29879
170,-325,42.625,-81.125,9165,7064,0.28508
170,-324,42.625,-80.875,3751,2747,0.30027
170,-323,42.625,-80.625,17647,13074,0.34540
170,-322,42.625,-80.375,73499,53456,0.41650
170,-321,42.625,-80.125,6765,5182,0.28131
170,-320,42.625,-79.875,15,4,0.00000
170,-319,42.625,-79.625,19,4,0.00000
170,-318,42.625,-79.375,184,42,0.54915
170,-317,42.625,-79.125,4295,3026,0.33691
170,-316,42.625,-78.875,4423,3137,0.33270
170,-315,42.625,-78.625,5360,4270,0.23802
170,-314,42.625,-78.375,3231,2177,0.35932
170,-313,42.625,-78.125,5896,4314,0.31754
170,-312,42.625,-77.875,3489,2518,0.30946
170,-311,42.625,-77.625,3415,2693,0.23447
170,-310,42.625,-77.375,3656,2853,0.24563
170,-309,42.625,-77.125,1585,1269,0.20026
170,-308,42.625,-76.875,2689,1808,0.35268
170,-307,42.625,-76.625,14357,11581,0.25228
170,-306,42.625,-76.375,14033,10309,0.34542
170,-305,42.625,-76.125,4990,3286,0.39636
170,-304,42.625,-75.875,1385,993,0.27909
170,-303,42.625,-75.625,3275,2752,0.17620
170,-302,42.625,-75.375,649,481,0.22854
170,-301,42.625,-75.125,840,696,0.15737
170,-300,42.625,-74.875,1683,1217,0.28038
170,-299,42.625,-74.625,1605,1420,0.11597
170,-298,42.625,-74.375,2469,2118,0.15138
170,-297,42.625,-74.125,10451,4423,0.72760
170,-296,42.625,-73.875,35979,26995,0.35706
170,-295,42.625,-73.625,9266,6842,0.32571
170,-294,42.625,-73.375,5048,3839,0.27837
170,-293,42.625,-73.125,19633,14188,0.37369
170,-292,42.625,-72.875,11108,9390,0.19639
170,-291,42.625,-72.625,30745,24796,0.27255
170,-290,42.625,-72.375,50081,39993,0.29712
170,-289,42.625,-72.125,29203,21208,0.38370
170,-288,42.625,-71.875,10438,8216,0.26850
170,-287,42.625,-71.625,56553,41767,0.38999
170,-286,42.625,-71.375,36164,25098,0.43778
170,-285,42.625,-71.125,27925,20018,0.39512
170,-284,42.625,-70.875,56090,43772,0.32733
170,-283,42.625,-70.625,25184,20013,0.28363
170,-282,42.625,-70.375,239,175,0.20005
170,-281,42.625,-70.125,46,18,0.31945
170,-280,42.625,-69.875,9,5,0.00000
170,-279,42.625,-69.625,10,1,0.00000
170,-278,42.625,-69.375,3,3,0.00000
170,-277,42.625,-69.125,2,2,0.00000
170,-276,42.625,-68.875,4,2,0.00000
170,-273,42.625,-68.125,38,3,0.45995
170,-272,42.625,-67.875,1,1,0.00000
170,-271,42.625,-67.625,2,1,0.00000
170,-270,42.625,-67.375,4,3,0.00000
170,-269,42.625,-67.125,5,5,0.00000
170,-268,42.625,-66.875,4,4,0.00000
170,-267,42.625,-66.625,4,4,0.00000
170,-266,42.625,-66.375,1,1,0.00000
170,-265,42.625,-66.125,4,4,0.00000
170,-264,42.625,-65.875,1,1,0.00000
170,-263,42.625,-65.625,1,1,0.00000
170,-262,42.625,-65.375,3,3,0.00000
170,-261,42.625,-65.125,1,0,0.00000
170,-257,42.625,-64.125,2,2,0.00000
170,-256,42.625,-63.875,1,0,0.00000
170,-254,42.625,-63.375,1,1,0.00000
170,-253,42.625,-63.125,1,0,0.00000
170,-247,42.625,-61.625,1,1,0.00000
170,-246,42.625,-61.375,1,1,0.00000
171,-507,42.875,-126.625,2,0,0.00000
171,-504,42.875,-125.875,1,1,0.00000
171,-502,42.875,-125.375,1,1,0.00000
171,-501,42.875,-125.125,1,1,0.00000
171,-500,42.875,-124.875,9,5,0.00000
171,-499,42.875,-124.625,2882,2525,0.13451
171,-498,42.875,-124.375,1483,1319,0.11008
171,-497,42.875,-124.125,876,742,0.14130
171,-496,42.875,-123.875,322,254,0.16631
171,-495,42.875,-123.625,1284,1158,0.09575
171,-494,42.875,-123.375,1739,1353,0.22576
171,-493,42.875,-123.125,815,783,0.03588
171,-492,42.875,-122.875,726,582,0.17814
171,-491,42.875,-122.625,369,281,0.19223
171,-490,42.875,-122.375,1635,1255,0.23443
171,-489,42.875,-122.125,10273,7167,0.38069
171,-488,42.875,-121.875,380,288,0.19612
171,-487,42.875,-121.625,505,182,0.54285
171,-486,42.875,-121.375,64,20,0.39119
171,-485,42.875,-121.125,455,403,0.09538
171,-484,42.875,-120.875,1950,1619,0.17529
171,-483,42.875,-120.625,1039,744,0.26886
171,-482,42.875,-120.375,28,25,0.04918
171,-481,42.875,-120.125,127,65,0.32287
171,-480,42.875,-119.875,69,50,0.15946
171,-479,42.875,-119.625,13,11,0.00000
171,-478,42.875,-119.375,15,14,0.00000
171,-477,42.875,-119.125,61,55,0.05533
171,-476,42.875,-118.875,4348,3473,0.22981
171,-475,42.875,-118.625,372,331,0.08896
171,-474,42.875,-118.375,330,233,0.23247
171,-473,42.875,-118.125,50,44,0.06431
171,-472,42.875,-117.875,38,29,0.11827
171,-471,42.875,-117.625,255,175,0.23713
171,-470,42.875,-117.375,80,66,0.10482
171,-469,42.875,-117.125,201,158,0.15479
171,-468,42.875,-116.875,170,160,0.04123
171,-467,42.875,-116.625,160,149,0.04762
171,-466,42.875,-116.375,159,136,0.10007
171,-465,42.875,-116.125,552,445,0.16686
171,-464,42.875,-115.875,1348,1113,0.17126
171,-463,42.875,-115.625,1424,1126,0.20715
171,-462,42.875,-115.375,426,406,0.03876
171,-461,42.875,-115.125,266,242,0.06871
171,-460,42.875,-114.875,1117,853,0.22613
171,-459,42.875,-114.625,87,49,0.26657
171,-458,42.875,-114.375,141,93,0.22996
171,-457,42.875,-114.125,22,16,0.11656
171,-456,42.875,-113.875,27,20,0.11776
171,-455,42.875,-113.625,12,12,0.00000
171,-454,42.875,-113.375,10,7,0.00000
171,-453,42.875,-113.125,60,48,0.11207
171,-452,42.875,-112.875,2511,2225,0.12155
171,-451,42.875,-112.625,1991,1323,0.34743
171,-450,42.875,-112.375,25843,17056,0.47087
171,-449,42.875,-112.125,1609,1158,0.28212
171,-448,42.875,-111.875,565,521,0.06729
171,-447,42.875,-111.625,71,52,0.15600
171,-446,42.875,-111.375,483,329,0.26868
171,-445,42.875,-111.125,114,66,0.27233
171,-444,42.875,-110.875,318,252,0.16310
171,-443,42.875,-110.625,98,91,0.04474
171,-442,42.875,-110.375,36,32,0.05469
171,-441,42.875,-110.125,78,36,0.32070
171,-440,42.875,-109.875,534,384,0.24054
171,-439,42.875,-109.625,221,169,0.17328
171,-438,42.875,-109.375,178,114,0.25423
171,-437,42.875,-109.125,345,224,0.27950
171,-436,42.875,-108.875,567,466,0.15399
171,-435,42.875,-108.625,490,410,0.13790
171,-434,42.875,-108.375,94,88,0.03962
171,-433,42.875,-108.125,46,45,0.01141
171,-432,42.875,-107.875,14,14,0.00000
171,-431,42.875,-107.625,33,30,0.04370
171,-430,42.875,-107.375,31,26,0.07619
171,-429,42.875,-107.125,2,2,0.00000
171,-428,42.875,-106.875,59,55,0.03784
171,-427,42.875,-106.625,148,136,0.05530
171,-426,42.875,-106.375,1968,1739,0.12031
171,-425,42.875,-106.125,269,209,0.17021
171,-424,42.875,-105.875,84,64,0.14418
171,-423,42.875,-105.625,73,63,0.08037
171,-422,42.875,-105.375,201,185,0.05760
171,-421,42.875,-105.125,4,3,0.00000
171,-420,42.875,-104.875,3,2,0.00000
171,-419,42.875,-104.625,4,3,0.00000
171,-418,42.875,-104.375,64,44,0.17781
171,-417,42.875,-104.125,87,64,0.16134
171,-416,42.875,-103.875,1650,1302,0.21300
171,-415,42.875,-103.625,667,474,0.25654
171,-414,42.875,-103.375,368,211,0.34373
171,-413,42.875,-103.125,2221,1031,0.56280
171,-412,42.875,-102.875,1430,822,0.42111
171,-411,42.875,-102.625,52,49,0.03122
171,-410,42.875,-102.375,40,33,0.08858
171,-409,42.875,-102.125,42,23,0.23193
171,-408,42.875,-101.875,34,25,0.12828
171,-407,42.875,-101.625,109,81,0.16459
171,-406,42.875,-101.375,25,20,0.08882
171,-405,42.875,-101.125,43,30,0.15594
171,-404,42.875,-100.875,38,28,0.13141
171,-403,42.875,-100.625,814,240,0.64430
171,-402,42.875,-100.375,1103,841,0.22686
171,-401,42.875,-100.125,953,482,0.46218
171,-400,42.875,-99.875,64,36,0.24894
171,-399,42.875,-99.625,41,28,0.16154
171,-398,42.875,-99.375,93,76,0.11320
171,-397,42.875,-99.125,17,13,0.00000
171,-396,42.875,-98.875,60,49,0.10273
171,-395,42.875,-98.625,49,21,0.30471
171,-394,42.875,-98.375,39,35,0.05157
171,-393,42.875,-98.125,423,370,0.10332
171,-392,42.875,-97.875,75,59,0.12593
171,-391,42.875,-97.625,610,532,0.11181
171,-390,42.875,-97.375,1839,1587,0.14042
171,-389,42.875,-97.125,327,261,0.15938
171,-388,42.875,-96.875,3249,2691,0.18930
171,-387,42.875,-96.625,160,139,0.09091
171,-386,42.875,-96.375,63,40,0.20696
171,-385,42.875,-96.125,210,96,0.39601
171,-384,42.875,-95.875,119,57,0.34000
171,-383,42.875,-95.625,107,88,0.11333
171,-382,42.875,-95.375,159,134,0.10877
171,-381,42.875,-95.125,48,40,0.08841
171,-380,42.875,-94.875,38,31,0.09199
171,-379,42.875,-94.625,32,22,0.14894
171,-378,42.875,-94.375,19,8,0.00000
171,-377,42.875,-94.125,20,9,0.22825
171,-376,42.875,-93.875,14,8,0.00000
171,-375,42.875,-93.625,130,107,0.11757
171,-374,42.875,-93.375,31,25,0.09143
171,-373,42.875,-93.125,48,41,0.07736
171,-372,42.875,-92.875,82,50,0.23505
171,-371,42.875,-92.625,215,146,0.23514
171,-370,42.875,-92.375,85,58,0.19286
171,-369,42.875,-92.125,315,226,0.22167
171,-368,42.875,-91.875,305,272,0.08441
171,-367,42.875,-91.625,305,283,0.05627
171,-366,42.875,-91.375,211,193,0.06229
171,-365,42.875,-91.125,4629,4041,0.14614
171,-364,42.875,-90.875,65,60,0.04393
171,-363,42.875,-90.625,394,294,0.20685
171,-362,42.875,-90.375,821,731,0.10029
171,-361,42.875,-90.125,759,521,0.28352
171,-360,42.875,-89.875,4598,3285,0.32827
171,-359,42.875,-89.625,8050,6590,0.22234
171,-358,42.875,-89.375,4627,3643,0.24465
171,-357,42.875,-89.125,7258,5412,0.30820
171,-356,42.875,-88.875,3491,2365,0.35868
171,-355,42.875,-88.625,10076,6811,0.40715
171,-354,42.875,-88.375,22969,17912,0.30136
171,-353,42.875,-88.125,28318,24928,0.16728
171,-352,42.875,-87.875,18162,14596,0.26247
171,-351,42.875,-87.625,364,353,0.02430
171,-347,42.875,-86.625,2,2,0.00000
171,-346,42.875,-86.375,120,103,0.09261
171,-345,42.875,-86.125,11387,9985,0.15676
171,-344,42.875,-85.875,17399,14995,0.18389
171,-343,42.875,-85.625,32710,26898,0.25177
171,-342,42.875,-85.375,8349,7329,0.15037
171,-341,42.875,-85.125,1424,1233,0.13277
171,-340,42.875,-84.875,3185,2549,0.21956
171,-339,42.875,-84.625,5105,4374,0.16665
171,-338,42.875,-84.375,14335,11472,0.26054
171,-337,42.875,-84.125,429,313,0.22349
171,-336,42.875,-83.875,2075,1608,0.23432
171,-335,42.875,-83.625,6537,5224,0.24053
171,-334,42.875,-83.375,6606,5195,0.25609
171,-333,42.875,-83.125,12497,10655,0.18953
171,-332,42.875,-82.875,2002,1709,0.15166
171,-331,42.875,-82.625,5170,4924,0.05546
171,-330,42.875,-82.375,14046,11742,0.21353
171,-329,42.875,-82.125,2736,2176,0.22081
171,-328,42.875,-81.875,3510,2951,0.17722
171,-327,42.875,-81.625,5178,4144,0.23279
171,-326,42.875,-81.375,50423,40204,0.29913
171,-325,42.875,-81.125,37555,32982,0.17484
171,-324,42.875,-80.875,2952,2290,0.24425
171,-323,42.875,-80.625,5575,3944,0.34399
171,-322,42.875,-80.375,16812,12703,0.32415
171,-321,42.875,-80.125,2884,2025,0.32347
171,-320,42.875,-79.875,5075,3994,0.24773
171,-319,42.875,-79.625,4168,3026,0.31131
171,-318,42.875,-79.375,9544,7682,0.24369
171,-317,42.875,-79.125,6983,4960,0.34953
171,-316,42.875,-78.875,22913,17606,0.31696
171,-315,42.875,-78.625,14149,10439,0.34160
171,-314,42.875,-78.375,1619,1281,0.21030
171,-313,42.875,-78.125,1174,810,0.29875
171,-312,42.875,-77.875,8480,6366,0.30737
171,-311,42.875,-77.625,5586,4985,0.12654
171,-310,42.875,-77.375,4170,3454,0.19510
171,-309,42.875,-77.125,1802,1469,0.18885
171,-308,42.875,-76.875,5021,3915,0.25586
171,-307,42.875,-76.625,7578,5737,0.29582
171,-306,42.875,-76.375,12056,8515,0.37623
171,-305,42.875,-76.125,14344,9001,0.48596
171,-304,42.875,-75.875,5800,4015,0.36353
171,-303,42.875,-75.625,5666,4811,0.17776
171,-302,42.875,-75.375,794,706,0.10089
171,-301,42.875,-75.125,587,507,0.11846
171,-300,42.875,-74.875,1126,858,0.22799
171,-299,42.875,-74.625,570,423,0.22313
171,-298,42.875,-74.375,1480,1185,0.19835
171,-297,42.875,-74.125,2258,1855,0.18788
171,-296,42.875,-73.875,14942,10086,0.42580
171,-295,42.875,-73.625,5983,4456,0.30255
171,-294,42.875,-73.375,11829,10362,0.15854
171,-293,42.875,-73.125,7975,6169,0.27732
171,-292,42.875,-72.875,6354,4391,0.36876
171,-291,42.875,-72.625,23152,15255,0.46726
171,-290,42.875,-72.375,13410,11133,0.21997
171,-289,42.875,-72.125,26060,22744,0.17636
171,-288,42.875,-71.875,31615,27455,0.18584
171,-287,42.875,-71.625,19230,15599,0.25388
171,-286,42.875,-71.375,17845,16332,0.11314
171,-285,42.875,-71.125,15680,14035,0.13814
171,-284,42.875,-70.875,32157,22947,0.40517
171,-283,42.875,-70.625,2781,2125,0.25500
171,-282,42.875,-70.375,234,183,0.16219
171,-281,42.875,-70.125,80,66,0.10482
171,-280,42.875,-69.875,17,12,0.00000
171,-279,42.875,-69.625,8,8,0.00000
171,-278,42.875,-69.375,3,2,0.00000
171,-277,42.875,-69.125,3,2,0.00000
171,-276,42.875,-68.875,13,7,0.00000
171,-275,42.875,-68.625,72,12,0.48735
171,-274,42.875,-68.375,14,3,0.00000
171,-273,42.875,-68.125,3,0,0.00000
171,-272,42.875,-67.875,1,1,0.00000
171,-271,42.875,-67.625,2,1,0.00000
171,-270,42.875,-67.375,3,3,0.00000
171,-269,42.875,-67.125,1,0,0.00000
171,-268,42.875,-66.875,5,4,0.00000
171,-266,42.875,-66.375,6,2,0.00000
171,-265,42.875,-66.125,2,1,0.00000
171,-264,42.875,-65.875,2,1,0.00000
171,-263,42.875,-65.625,3,2,0.00000
171,-261,42.875,-65.125,4,4,0.00000
171,-257,42.875,-64.125,1,0,0.00000
171,-256,42.875,-63.875,1,1,0.00000
171,-255,42.875,-63.625,3,2,0.00000
171,-254,42.875,-63.375,1,0,0.00000
171,-251,42.875,-62.625,2,0,0.00000
171,-250,42.875,-62.375,2,0,0.00000
171,-249,42.875,-62.125,1,0,0.00000
171,-248,42.875,-61.875,2,0,0.00000
171,-247,42.875,-61.625,3,3,0.00000
171,-227,42.875,-56.625,1,1,0.00000
172,-530,43.125,-132.375,1,1,0.00000
172,-508,43.125,-126.875,2,1,0.00000
172,-505,43.125,-126.125,1,1,0.00000
172,-502,43.125,-125.375,1,0,0.00000
172,-501,43.125,-125.125,7,2,0.00000
172,-500,43.125,-124.875,6,3,0.00000
172,-499,43.125,-124.625,80,69,0.08236
172,-498,43.125,-124.375,6956,4837,0.36738
172,-497,43.125,-124.125,1006,670,0.31480
172,-496,43.125,-123.875,448,387,0.11335
172,-495,43.125,-123.625,783,710,0.08469
172,-494,43.125,-123.375,3243,2573,0.22767
172,-493,43.125,-123.125,579,539,0.05992
172,-492,43.125,-122.875,831,772,0.06507
172,-491,43.125,-122.625,629,532,0.13549
172,-490,43.125,-122.375,792,575,0.24932
172,-489,43.125,-122.125,1335,939,0.29101
172,-488,43.125,-121.875,370,251,0.25936
172,-487,43.125,-121.625,15,12,0.00000
172,-486,43.125,-121.375,64,47,0.15114
172,-485,43.125,-121.125,348,255,0.21328
172,-484,43.125,-120.875,525,311,0.34811
172,-483,43.125,-120.625,270,206,0.18100
172,-482,43.125,-120.375,34,21,0.18530
172,-481,43.125,-120.125,55,43,0.11971
172,-480,43.125,-119.875,83,64,0.13825
172,-479,43.125,-119.625,26,25,0.01728
172,-478,43.125,-119.375,22,11,0.21370
172,-477,43.125,-119.125,88,64,0.16686
172,-476,43.125,-118.875,1958,1412,0.28813
172,-475,43.125,-118.625,327,239,0.21250
172,-474,43.125,-118.375,74,46,0.22268
172,-473,43.125,-118.125,109,81,0.16459
172,-472,43.125,-117.875,19,0,0.00000
172,-471,43.125,-117.625,201,151,0.17999
172,-470,43.125,-117.375,198,182,0.05830
172,-469,43.125,-117.125,251,217,0.10210
172,-468,43.125,-116.875,255,244,0.03261
172,-467,43.125,-116.625,938,815,0.12234
172,-466,43.125,-116.375,1602,1261,0.21412
172,-465,43.125,-116.125,1025,744,0.25909
172,-464,43.125,-115.875,312,258,0.13556
172,-463,43.125,-115.625,1103,1063,0.03464
172,-462,43.125,-115.375,196,189,0.02572
172,-461,43.125,-115.125,70,66,0.03320
172,-460,43.125,-114.875,108,71,0.21908
172,-459,43.125,-114.625,137,122,0.07354
172,-458,43.125,-114.375,186,175,0.04217
172,-457,43.125,-114.125,88,70,0.12515
172,-456,43.125,-113.875,79,69,0.07561
172,-455,43.125,-113.625,189,81,0.40869
172,-454,43.125,-113.375,93,74,0.12652
172,-453,43.125,-113.125,9,7,0.00000
172,-452,43.125,-112.875,761,675,0.10222
172,-451,43.125,-112.625,1498,1363,0.08983
172,-450,43.125,-112.375,393,277,0.24045
172,-449,43.125,-112.125,56,50,0.05905
172,-448,43.125,-111.875,119,94,0.13710
172,-447,43.125,-111.625,76,71,0.03895
172,-446,43.125,-111.375,501,456,0.07614
172,-445,43.125,-111.125,579,509,0.10486
172,-444,43.125,-110.875,430,303,0.24421
172,-443,43.125,-110.625,127,109,0.09374
172,-442,43.125,-110.375,288,213,0.20114
172,-441,43.125,-110.125,123,103,0.10684
172,-440,43.125,-109.875,218,161,0.19207
172,-439,43.125,-109.625,595,380,0.31475
172,-438,43.125,-109.375,31,24,0.10667
172,-437,43.125,-109.125,55,40,0.14964
172,-436,43.125,-108.875,54,37,0.17196
172,-435,43.125,-108.625,87,70,0.11925
172,-434,43.125,-108.375,69,54,0.12589
172,-433,43.125,-108.125,119,110,0.04935
172,-432,43.125,-107.875,49,49,0.00000
172,-431,43.125,-107.625,32,28,0.05958
172,-430,43.125,-107.375,99,27,0.45652
172,-429,43.125,-107.125,83,68,0.10915
172,-428,43.125,-106.875,38,33,0.06571
172,-427,43.125,-106.625,244,221,0.07068
172,-426,43.125,-106.375,104,103,0.00610
172,-425,43.125,-106.125,17,15,0.00000
172,-424,43.125,-105.875,2,1,0.00000
172,-423,43.125,-105.625,17,16,0.00000
172,-422,43.125,-105.375,20,15,0.10375
172,-421,43.125,-105.125,20,14,0.12450
172,-420,43.125,-104.875,2,2,0.00000
172,-419,43.125,-104.625,10,9,0.00000
172,-418,43.125,-104.375,9,4,0.00000
172,-417,43.125,-104.125,26,13,0.22462
172,-416,43.125,-103.875,63,40,0.20696
172,-415,43.125,-103.625,379,205,0.37173
172,-414,43.125,-103.375,35,22,0.18143
172,-413,43.125,-103.125,164,96,0.28858
172,-412,43.125,-102.875,10,1,0.00000
172,-411,43.125,-102.625,31,21,0.15239
172,-410,43.125,-102.375,56,51,0.04921
172,-409,43.125,-102.125,6,5,0.00000
172,-408,43.125,-101.875,8,8,0.00000
172,-407,43.125,-101.625,185,137,0.18482
172,-406,43.125,-101.375,10,9,0.00000
172,-405,43.125,-101.125,15,13,0.00000
172,-404,43.125,-100.875,20,10,0.20750
172,-403,43.125,-100.625,10,6,0.00000
172,-402,43.125,-100.375,2,1,0.00000
172,-401,43.125,-100.125,2,0,0.00000
172,-400,43.125,-99.875,50,43,0.07503
172,-399,43.125,-99.625,22,20,0.03885
172,-398,43.125,-99.375,113,112,0.00571
172,-397,43.125,-99.125,18,18,0.00000
172,-396,43.125,-98.875,529,470,0.09536
172,-395,43.125,-98.625,1181,652,0.43197
172,-394,43.125,-98.375,1118,634,0.41426
172,-393,43.125,-98.125,12,6,0.00000
172,-392,43.125,-97.875,65,27,0.33386
172,-391,43.125,-97.625,360,347,0.02899
172,-390,43.125,-97.375,282,278,0.01092
172,-389,43.125,-97.125,171,141,0.12310
172,-388,43.125,-96.875,364,355,0.01988
172,-387,43.125,-96.625,749,637,0.13493
172,-386,43.125,-96.375,810,457,0.39790
172,-385,43.125,-96.125,1077,295,0.69111
172,-384,43.125,-95.875,30,16,0.21844
172,-383,43.125,-95.625,19,9,0.00000
172,-382,43.125,-95.375,27,12,0.25234
172,-381,43.125,-95.125,204,119,0.30232
172,-380,43.125,-94.875,153,122,0.13911
172,-379,43.125,-94.625,28,27,0.01639
172,-378,43.125,-94.375,98,63,0.22370
172,-377,43.125,-94.125,649,466,0.24894
172,-376,43.125,-93.875,15,9,0.00000
172,-375,43.125,-93.625,116,43,0.40850
172,-374,43.125,-93.375,822,587,0.26160
172,-373,43.125,-93.125,1630,1325,0.18866
172,-372,43.125,-92.875,224,136,0.29003
172,-371,43.125,-92.625,75,59,0.12593
172,-370,43.125,-92.375,36,23,0.17774
172,-369,43.125,-92.125,621,483,0.19486
172,-368,43.125,-91.875,294,281,0.03428
172,-367,43.125,-91.625,150,108,0.19149
172,-366,43.125,-91.375,195,172,0.08486
172,-365,43.125,-91.125,2602,2275,0.13472
172,-364,43.125,-90.875,1042,696,0.31456
172,-363,43.125,-90.625,2139,1747,0.19156
172,-362,43.125,-90.375,1667,1199,0.28392
172,-361,43.125,-90.125,12709,9704,0.30457
172,-360,43.125,-89.875,17712,12969,0.35706
172,-359,43.125,-89.625,30643,19866,0.49522
172,-358,43.125,-89.375,150681,126018,0.26601
172,-357,43.125,-89.125,6047,4372,0.32877
172,-356,43.125,-88.875,13037,8941,0.40580
172,-355,43.125,-88.625,1638,1385,0.15584
172,-354,43.125,-88.375,34003,30185,0.15970
172,-353,43.125,-88.125,24824,20258,0.25372
172,-352,43.125,-87.875,43126,35068,0.27180
172,-351,43.125,-87.625,17,17,0.00000
172,-350,43.125,-87.375,2,2,0.00000
172,-349,43.125,-87.125,1,1,0.00000
172,-348,43.125,-86.875,2,2,0.00000
172,-347,43.125,-86.625,16,4,0.00000
172,-346,43.125,-86.375,4428,3079,0.34865
172,-345,43.125,-86.125,7556,5705,0.29819
172,-344,43.125,-85.875,1711,1462,0.14769
172,-343,43.125,-85.625,9763,7930,0.23510
172,-342,43.125,-85.375,5246,4468,0.17315
172,-341,43.125,-85.125,921,727,0.19600
172,-340,43.125,-84.875,525,246,0.45385
172,-339,43.125,-84.625,1241,768,0.37014
172,-338,43.125,-84.375,533,372,0.25859
172,-337,43.125,-84.125,435,283,0.28947
172,-336,43.125,-83.875,1367,997,0.26641
172,-335,43.125,-83.625,1867,1286,0.31952
172,-334,43.125,-83.375,1165,856,0.25529
172,-333,43.125,-83.125,1411,1218,0.13522
